stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
11322,58090,SB SMITH AVE FS BELLEVILLE AVE,SMITH AVE @ BELLEVILLE AVE,49.239663,-123.019921,ZN 99, ,0,
11321,58089,WB BURKE ST FS SMITH AVE,BURKE ST @ SMITH AVE,49.237029,-123.020477,ZN 99, ,0,
11436,51773,EB LAUREL ST FS BOUNDARY RD,LAUREL ST @ BOUNDARY RD,49.254148,-123.022893,ZN 99, ,0,
1794,51780,SB SMITH AVE FS SPRUCE ST,SMITH AVE @ SPRUCE ST,49.246770,-123.019896,ZN 99, ,0,
10042,59402,SB SMITH AVE FS FIR ST,SMITH AVE @ FIR ST,49.244603,-123.019856,ZN 99, ,0,
1775,51761,PHIBBS EXCHANGE BAY 1,PHIBBS EXCHANGE @ BAY 1,49.305173,-123.028599,ZN 99, ,0,
1776,51762,SB BOUNDARY RD AT DOUGLAS RD,BOUNDARY RD @ DOUGLAS RD,49.276540,-123.023750,ZN 99, ,0,
1777,51763,SB BOUNDARY RD FS NAPIER ST,BOUNDARY RD @ NAPIER ST,49.274644,-123.023771,ZN 99, ,0,
1778,51764,SB BOUNDARY RD FS KITCHENER ST,BOUNDARY RD @ KITCHENER ST,49.271739,-123.023795,ZN 99, ,0,
1779,51765,SB BOUNDARY RD FS E 1 AVE,BOUNDARY RD @ E 1 AVE,49.269130,-123.023801,ZN 99, ,0,
1782,51768,SB BOUNDARY RD FS HENNING DR,BOUNDARY RD @ HENNING DR,49.263322,-123.023842,ZN 99, ,0,
1783,51769,SB BOUNDARY RD AT REGENT ST,BOUNDARY RD @ REGENT ST,49.259136,-123.023869,ZN 99, ,0,
11435,51772,SB BOUNDARY RD FS DOMINION ST,BOUNDARY RD @ DOMINION ST,49.256104,-123.023896,ZN 99, ,0,
1615,51603,29TH AVE STN BAY 2,29TH AVENUE STATION @ BAY 2,49.244194,-123.045354,ZN 99, ,0,
699,50692,SB SLOCAN ST FS E 29 AVE,SLOCAN ST @ E 29 AVE,49.244240,-123.050004,ZN 99, ,0,
700,50693,SB SLOCAN ST FS NORQUAY ST,SLOCAN ST @ NORQUAY ST,49.242186,-123.052022,ZN 99, ,0,
1074,51065,SB CLARENDON ST FS E 38 AVE,CLARENDON ST @ E 38 AVE,49.235635,-123.055580,ZN 99, ,0,
1075,51066,SB CLARENDON ST FS E 40 AVE,CLARENDON ST @ E 40 AVE,49.233499,-123.055616,ZN 99, ,0,
1835,51821,SB ELLIOTT ST FS E 45 AVE,ELLIOTT ST @ E 45 AVE,49.229145,-123.054924,ZN 99, ,0,
1836,51822,SB ELLIOTT ST FS E 47 AVE,ELLIOTT ST @ E 47 AVE,49.227337,-123.054776,ZN 99, ,0,
1838,51824,SB ELLIOTT ST FS E 49 AVE,ELLIOTT ST @ E 49 AVE,49.224553,-123.054884,ZN 99, ,0,
1839,51825,SB ELLIOTT ST FS E 51 AVE,ELLIOTT ST @ E 51 AVE,49.222288,-123.054911,ZN 99, ,0,
1841,51827,SB ELLIOTT ST AT E 56 AVE,ELLIOTT ST @ E 56 AVE,49.218817,-123.055039,ZN 99, ,0,
1842,51828,SB MUIRFIELD DR FS ASHBURN ST,MUIRFIELD DR @ ASHBURN ST,49.217307,-123.055499,ZN 99, ,0,
1843,51829,SB MUIRFIELD DR FS HOYLAKE AVE,MUIRFIELD DR @ HOYLAKE AVE,49.215481,-123.055616,ZN 99, ,0,
1844,51830,SB MUIRFIELD DR FS BOBOLINK AVE,MUIRFIELD DR @ BOBOLINK AVE,49.214167,-123.056564,ZN 99, ,0,
1817,51803,NB NANAIMO ST FS FRASERVIEW DR,NANAIMO ST @ FRASERVIEW DR,49.212049,-123.059294,ZN 99, ,0,
1845,51831,SB MUIRFIELD DR FS SCARBORO AVE,MUIRFIELD DR @ SCARBORO AVE,49.212549,-123.057880,ZN 99, ,0,
1833,51819,SB CLARENDON ST FS E 41 AVE,CLARENDON ST @ E 41 AVE,49.232504,-123.055437,ZN 99, ,0,
11698,61645,SB ELLIOTT ST NS E 54 AVE,ELLIOTT ST @ E 54 AVE,49.220551,-123.054963,ZN 99, ,0,
11623,61110,SB SLOCAN ST NS KINGSWAY,SLOCAN ST @ KINGSWAY,49.240272,-123.053886,ZN 99, ,0,
12048,61826,SB CLARENDON ST FS E 33 AVE,CLARENDON ST @ E 33 AVE,49.239443,-123.055538,ZN 99, ,0,
11010,61104,EB E 33 AVE FS FRASER ST,E 33 AVE @ FRASER ST,49.240241,-123.089815,ZN 99, ,0,
11013,61093,EB W 16 AVE FS EAST BLVD,W 16 AVE @ EAST BLVD,49.257204,-123.151980,ZN 99, ,0,
11014,61096,EB W 16 AVE NS OAK ST,W 16 AVE @ OAK ST,49.256969,-123.127706,ZN 99, ,0,
11039,61089,EB W 16 AVE NS BLENHEIM ST,W 16 AVE @ BLENHEIM ST,49.257689,-123.178434,ZN 99, ,0,
11049,61101,EB E 33 AVE FS ONTARIO ST,E 33 AVE @ ONTARIO ST,49.240505,-123.104966,ZN 99, ,0,
11059,61094,EB W 16 AVE NS BURRARD ST,W 16 AVE @ BURRARD ST,49.257121,-123.146366,ZN 99, ,0,
11060,61135,EB E 33 AVE FS INVERNESS ST,E 33 AVE @ INVERNESS ST,49.240161,-123.079787,ZN 99, ,0,
11062,61103,EB E 33 AVE FS PRINCE EDWARD ST,E 33 AVE @ PRINCE EDWARD ST,49.240343,-123.096513,ZN 99, ,0,
11064,61105,EB E 33 AVE FS SOMERVILLE ST,E 33 AVE @ SOMERVILLE ST,49.240204,-123.085349,ZN 99, ,0,
11100,61100,EB MIDLOTHIAN AVE FS CLANCY LORANGER WAY,MIDLOTHIAN AVE @ CLANCY LORANGER WAY,49.242588,-123.108805,ZN 99, ,0,
11209,61097,EB W 16 AVE FS WILLOW ST,W 16 AVE @ WILLOW ST,49.256969,-123.121578,ZN 99, ,0,
11500,61150,EB E 33 AVE NS MAIN ST,E 33 AVE @ MAIN ST,49.240435,-123.101853,ZN 99, ,0,
11007,61106,EB E 33 AVE FS KNIGHT ST,E 33 AVE @ KNIGHT ST,49.240146,-123.075958,ZN 99, ,0,
11052,61107,EB E 33 AVE FS ARGYLE ST,E 33 AVE @ ARGYLE ST,49.240064,-123.070849,ZN 99, ,0,
11009,61108,EB E 33 AVE FS VICTORIA DR,E 33 AVE @ VICTORIA DR,49.239826,-123.064840,ZN 99, ,0,
11051,61109,EB E 33 AVE FS NANAIMO ST,E 33 AVE @ NANAIMO ST,49.239712,-123.058302,ZN 99, ,0,
11016,61090,EB W 16 AVE FS MACDONALD ST,W 16 AVE @ MACDONALD ST,49.257525,-123.167913,ZN 99, ,0,
11038,61091,EB W 16 AVE FS TRAFALGAR ST,W 16 AVE @ TRAFALGAR ST,49.257427,-123.164520,ZN 99, ,0,
11063,61092,EB W 16 AVE FS VINE ST,W 16 AVE @ VINE ST,49.257290,-123.157508,ZN 99, ,0,
11695,61099,EB W 29 AVE FS CAMBIE ST,E 29 AVE @ CAMBIE ST,49.245108,-123.114568,ZN 99, ,0,
12290,60100,UBC EXCHANGE BAY 9,UBC EXCHANGE @ BAY 9,49.266524,-123.245895,ZN 99, ,0,
10969,61088,EB W 16 AVE FS DUNBAR ST,W 16 AVE @ DUNBAR ST,49.257785,-123.184606,ZN 99, ,0,
10967,61095,EB MARPOLE AVE FS MCRAE AVE,MARPOLE AVE @ MCRAE AVE,49.257415,-123.137767,ZN 99, ,0,
11011,61114,WB E 33 AVE FS KNIGHT ST,E 33 AVE @ KNIGHT ST,49.240276,-123.076877,ZN 99, ,0,
11019,61121,WB W 16 AVE FS CAMBIE ST,W 16 AVE @ CAMBIE ST,49.257005,-123.115680,ZN 99, ,0,
11020,61118,WB E 33 AVE FS MAIN ST,E 33 AVE @ MAIN ST,49.240577,-123.101925,ZN 99, ,0,
11021,61124,WB W 16 AVE NS OAK ST,W 16 AVE @ OAK ST,49.257181,-123.126880,ZN 99, ,0,
11023,61128,WB W 16 AVE FS ARBUTUS ST,W 16 AVE @ ARBUTUS ST,49.257377,-123.153446,ZN 99, ,0,
11040,61122,WB W 16 AVE FS HEATHER ST,W 16 AVE @ HEATHER ST,49.257062,-123.120455,ZN 99, ,0,
11041,61129,WB W 16 AVE FS VINE ST,W 16 AVE @ VINE ST,49.257435,-123.158270,ZN 99, ,0,
11042,61131,WB W 16 AVE FS BLENHEIM ST,W 16 AVE @ BLENHEIM ST,49.257961,-123.178447,ZN 99, ,0,
11043,61127,WB W 16 AVE FS BURRARD ST,W 16 AVE @ BURRARD ST,49.257239,-123.146565,ZN 99, ,0,
11044,61130,WB W 16 AVE FS TRAFALGAR ST,W 16 AVE @ TRAFALGAR ST,49.257758,-123.165382,ZN 99, ,0,
11047,61119,WB E 33 AVE NS ONTARIO ST,E 33 AVE @ ONTARIO ST,49.240633,-123.105056,ZN 99, ,0,
11057,61117,WB E 33 AVE FS PRINCE EDWARD ST,E 33 AVE @ PRINCE EDWARD ST,49.240485,-123.097295,ZN 99, ,0,
11058,61115,WB E 33 AVE FS WINDSOR ST,E 33 AVE @ WINDSOR ST,49.240328,-123.085243,ZN 99, ,0,
11061,61134,WB E 33 AVE FS INVERNESS ST,E 33 AVE @ INVERNESS ST,49.240296,-123.080645,ZN 99, ,0,
11067,61125,WB W 15 AVE FS BIRCH ST,W 15 AVE @ BIRCH ST,49.257964,-123.134406,ZN 99, ,0,
11099,61120,WB MIDLOTHIAN AVE FS CLANCY LORANGER WAY,MIDLOTHIAN AVE @ CLANCY LORANGER WAY,49.243313,-123.109291,ZN 99, ,0,
11048,61111,WB E 33 AVE FS NANAIMO ST,E 33 AVE @ NANAIMO ST,49.239843,-123.059192,ZN 99, ,0,
11015,61112,WB E 33 AVE NS VICTORIA DR,E 33 AVE @ VICTORIA DR,49.240047,-123.064935,ZN 99, ,0,
11050,61113,WB E 33 AVE NS FLEMING ST,E 33 AVE @ FLEMING ST,49.240204,-123.071802,ZN 99, ,0,
11022,61116,WB E 33 AVE FS FRASER ST,E 33 AVE @ FRASER ST,49.240373,-123.090765,ZN 99, ,0,
10968,61132,WB W 16 AVE FS DUNBAR ST,W 16 AVE @ DUNBAR ST,49.258051,-123.184426,ZN 99, ,0,
10966,61126,WB W 16 AVE FS GRANVILLE ST,W 16 AVE @ GRANVILLE ST,49.257140,-123.139365,ZN 99, ,0,
1130,51121,EB E 41 AVE FS VICTORIA DR,E 41 AVE @ VICTORIA DR,49.232713,-123.065050,ZN 99, ,0,
1131,51122,EB E 41 AVE FS GLADSTONE ST,E 41 AVE @ GLADSTONE ST,49.232817,-123.061670,ZN 99, ,0,
1132,51123,EB E 41 AVE FS NANAIMO ST,E 41 AVE @ NANAIMO ST,49.232788,-123.058373,ZN 99, ,0,
1133,51124,EB E 41 AVE FS CLARENDON ST,E 41 AVE @ CLARENDON ST,49.232754,-123.054813,ZN 99, ,0,
1134,51125,EB E 41 AVE FS WALES ST,E 41 AVE @ WALES ST,49.232722,-123.051214,ZN 99, ,0,
1135,51126,EB E 41 AVE FS EARLES ST,E 41 AVE @ EARLES ST,49.232715,-123.048310,ZN 99, ,0,
1136,51127,EB E 41 AVE FS KILLARNEY ST,E 41 AVE @ KILLARNEY ST,49.232892,-123.045427,ZN 99, ,0,
1137,51128,EB E 41 AVE FS RUPERT ST,E 41 AVE @ RUPERT ST,49.232880,-123.042556,ZN 99, ,0,
1138,51129,EB E 41 AVE FS KERR ST,E 41 AVE @ KERR ST,49.232892,-123.039828,ZN 99, ,0,
1139,51130,EB E 41 AVE FS SCHOOL AVE,E 41 AVE @ SCHOOL AVE,49.233197,-123.036985,ZN 99, ,0,
1905,51891,JOYCE STN BAY 4,JOYCE STN @ BAY 4,49.238509,-123.031961,ZN 99, ,0,
9119,58650,EB W 41 AVE NS CROWN ST-,W 41 AVE @ CROWN ST,49.234680,-123.194664,ZN 99, ,0,
10559,59489,EB SW MARINE DR FS WESBROOK MALL,SW MARINE DR @ WESBROOK MALL,49.244611,-123.233387,ZN 99, ,0,
10595,50138,EB  W 41 AVE NS COLUMBIA ST,W 41 AVE @ COLUMBIA ST,49.233270,-123.111462,ZN 99, ,0,
649,50643,EB E 41 AVE FS SAINT GEORGE ST,E 41 AVE @ SAINT GEORGE ST,49.232870,-123.094138,ZN 99, ,0,
11353,50136,EB W 41 AVE NS CAMBIE ST,W 41 AVE @ CAMBIE ST,49.233446,-123.117554,ZN 99, ,0,
11758,61581,SB WESBROOK MALL AT TRIUMF CENTRE,WESBROOK MALL @ TRIUMF CENTRE,49.247646,-123.232002,ZN 99, ,0,
11759,61579,SB WESBROOK MALL NS BIRNEY AVE,WESBROOK MALL @ BIRNEY AVE,49.254064,-123.234980,ZN 99, ,0,
12340,60117,UBC EXCHANGE BAY 7,UBC EXCHANGE @ BAY 7,49.266816,-123.246127,ZN 99, ,0,
1901,51887,EB SW MARINE DR FS KULLAHUN DR,SW MARINE DR @ KULLAHUN DR,49.236996,-123.204972,ZN 99, ,0,
1902,51888,EB W 41 AVE NS CROWN ST--,W 41 AVE @ CROWN ST,49.234685,-123.194154,ZN 99, ,0,
1903,51889,EB W 41 AVE FS WALLACE ST,W 41 AVE @ WALLACE ST,49.234701,-123.190529,ZN 99, ,0,
1904,51890,EB W 41 AVE FS HIGHBURY ST,W 41 AVE @ HIGHBURY ST,49.234704,-123.187956,ZN 99, ,0,
647,50641,EB W 41 AVE FS DUNBAR ST,W 41 AVE @ DUNBAR ST,49.234694,-123.183928,ZN 99, ,0,
132,50132,EB W 41 AVE FS MACKENZIE ST,W 41 AVE @ MACKENZIE ST,49.234673,-123.169829,ZN 99, ,0,
382,50378,EB W 41 AVE FS MACDONALD ST,W 41 AVE @ MACDONALD ST,49.234665,-123.166968,ZN 99, ,0,
383,50379,EB W 41 AVE FS ELM ST,W 41 AVE @ ELM ST,49.234632,-123.163640,ZN 99, ,0,
384,50380,EB W 41 AVE FS BALSAM ST,W 41 AVE @ BALSAM ST,49.234588,-123.160946,ZN 99, ,0,
385,50381,EB W 41 AVE FS YEW ST,W 41 AVE @ YEW ST,49.234552,-123.158131,ZN 99, ,0,
386,50382,EB W 41 AVE FS EAST BOULEVARD,W 41ST AVE @ E BOULEVARD,49.234483,-123.154446,ZN 99, ,0,
387,50383,EB W 41 AVE FS MAPLE ST,W 41 AVE @ MAPLE ST,49.234437,-123.151616,ZN 99, ,0,
388,50384,EB W 41 AVE FS CYPRESS ST,W 41 AVE @ CYPRESS ST,49.234394,-123.148854,ZN 99, ,0,
389,50385,EB W 41 AVE FS WILTSHIRE ST,W 41 AVE @ WILTSHIRE ST,49.234351,-123.145952,ZN 99, ,0,
390,50386,EB W 41 AVE FS ADERA ST,W 41 AVE @ ADERA ST,49.234300,-123.142893,ZN 99, ,0,
392,50388,EB W 41 AVE NS GRANVILLE ST,W 41 AVE @ GRANVILLE ST,49.234268,-123.140768,ZN 99, ,0,
199,50199,EB W 41 AVE FS GRANVILLE ST,W 41 AVE @ GRANVILLE ST,49.234220,-123.138484,ZN 99, ,0,
200,50200,EB W 41 AVE FS SELKIRK ST,W 41 AVE @ SELKIRK ST,49.234040,-123.132898,ZN 99, ,0,
201,50201,EB W 41 AVE FS OSLER ST,W 41 AVE @ OSLER ST,49.233911,-123.129836,ZN 99, ,0,
811,50804,EB W 41 AVE FS OAK ST,W 41 AVE @ OAK ST,49.233800,-123.126888,ZN 99, ,0,
134,50134,EB W 41 AVE FS WILLOW ST,W 41 AVE @ WILLOW ST,49.233687,-123.123477,ZN 99, ,0,
135,50135,EB W 41 AVE FS HEATHER ST,W 41 AVE @ HEATHER ST,49.233534,-123.120243,ZN 99, ,0,
139,50139,EB W 41 AVE FS MANITOBA ST,W 41 AVE @ MANITOBA ST,49.233142,-123.107725,ZN 99, ,0,
140,50140,EB E 41 AVE FS ONTARIO ST,E 41 AVE @ ONTARIO ST,49.233063,-123.105218,ZN 99, ,0,
255,50253,EB E 41 AVE NS MAIN ST,E 41 AVE @ MAIN ST,49.232967,-123.101913,ZN 99, ,0,
648,50642,EB E 41 AVE NS SOPHIA ST,E 41 AVE @ SOPHIA ST,49.232934,-123.098854,ZN 99, ,0,
650,50644,EB E 41 AVE FS FRASER ST,E 41 AVE @ FRASER ST,49.232769,-123.090022,ZN 99, ,0,
651,50645,EB E 41 AVE FS PRINCE ALBERT ST,E 41 AVE @ PRINCE ALBERT ST,49.232764,-123.087361,ZN 99, ,0,
652,50646,EB E 41 AVE FS WINDSOR ST,E 41 AVE @ WINDSOR ST,49.232721,-123.084340,ZN 99, ,0,
653,50647,EB E 41 AVE FS SHERBROOKE ST,E 41 AVE @ SHERBROOKE ST,49.232677,-123.080668,ZN 99, ,0,
654,50648,EB E 41 AVE NS KNIGHT ST,E 41 AVE @ KNIGHT ST,49.232616,-123.077959,ZN 99, ,0,
656,50650,EB E 41 AVE FS FLEMING ST,E 41 AVE @ FLEMING ST,49.232576,-123.072502,ZN 99, ,0,
1188,51179,WB E 41 AVE FS SCHOOL AVE,E 41 AVE @ SCHOOL AVE,49.233084,-123.037940,ZN 99, ,0,
1189,51180,WB E 41 AVE FS KERR ST,E 41 AVE @ KERR ST,49.233031,-123.040741,ZN 99, ,0,
1190,51181,WB E 41 AVE FS RUPERT ST,E 41 AVE @ RUPERT ST,49.233057,-123.043713,ZN 99, ,0,
1191,51182,WB E 41 AVE FS KILLARNEY ST,E 41 AVE @ KILLARNEY ST,49.233030,-123.046378,ZN 99, ,0,
1192,51183,WB E 41 AVE FS EARLES ST,E 41 AVE @ EARLES ST,49.232858,-123.049155,ZN 99, ,0,
1906,51892,WB E 41 AVE FS WALES ST,E 41 AVE @ WALES ST,49.232871,-123.052130,ZN 99, ,0,
1076,51067,WB E 41 AVE FS CLARENDON ST,E 41 AVE @ CLARENDON ST,49.232902,-123.055955,ZN 99, ,0,
1077,51068,WB E 41 AVE FS NANAIMO ST,E 41 AVE @ NANAIMO ST,49.232926,-123.059252,ZN 99, ,0,
1078,51069,WB E 41 AVE FS GLADSTONE ST,E 41 AVE @ GLADSTONE ST,49.232961,-123.062675,ZN 99, ,0,
710,50703,WB E 41 AVE FS COMMERCIAL ST,E 41 AVE @ COMMERCIAL ST,49.232719,-123.069244,ZN 99, ,0,
711,59094,WB E 41 AVE FS FLEMING ST,E 41 AVE @ FLEMING ST,49.232762,-123.073240,ZN 99, ,0,
713,50706,WB E 41 AVE FS KNIGHT ST,E 41 AVE @ KNIGHT ST,49.232838,-123.077716,ZN 99, ,0,
714,50707,WB E 41 AVE FS INVERNESS ST,E 41 AVE @ INVERNESS ST,49.232846,-123.080303,ZN 99, ,0,
715,50708,WB E 41 AVE FS WINDSOR ST,E 41 AVE @ WINDSOR ST,49.232910,-123.085282,ZN 99, ,0,
716,50709,WB E 41 AVE FS SAINT CATHERINES ST,E 41 AVE @ SAINT CATHERINES ST,49.232938,-123.087318,ZN 99, ,0,
717,50710,WB E 41 AVE FS CHESTER ST,E 41 AVE @ CHESTER ST,49.232994,-123.089838,ZN 99, ,0,
719,50712,WB E 41 AVE FS SAINT GEORGE ST,E 41 AVE @ SAINT GEORGE ST,49.233046,-123.094859,ZN 99, ,0,
720,50713,WB E 41 AVE FS PRINCE EDWARD ST,E 41 AVE @ PRINCE EDWARD ST,49.233094,-123.097712,ZN 99, ,0,
157,50157,WB W 41 AVE FS ONTARIO ST,W 41 AVE @ ONTARIO ST,49.233269,-123.106197,ZN 99, ,0,
158,50158,WB W 41 AVE FS COLUMBIA ST,W 41 AVE @ COLUMBIA ST,49.233442,-123.111220,ZN 99, ,0,
161,50161,WB W 41 AVE FS HEATHER ST,W 41 AVE @ HEATHER ST,49.233831,-123.121289,ZN 99, ,0,
195,50195,WB W 41 AVE FS OAK ST,W 41 AVE @ OAK ST,49.234081,-123.128633,ZN 99, ,0,
196,50196,WB W 41 AVE FS SELKIRK ST,W 41 AVE @ SELKIRK ST,49.234201,-123.132951,ZN 99, ,0,
197,50197,WB W 41 AVE NS CARTIER ST,W 41 AVE @ CARTIER ST,49.234332,-123.137000,ZN 99, ,0,
198,50198,WB W 41 AVE NS GRANVILLE ST,W 41 AVE @ GRANVILLE ST,49.234391,-123.139167,ZN 99, ,0,
287,50284,WB W 41 AVE FS GRANVILLE ST,W 41 AVE @ GRANVILLE ST,49.234426,-123.140514,ZN 99, ,0,
288,50285,WB W 41 AVE FS MARGUERITE ST,W 41 AVE @ MARGUERITE ST,49.234499,-123.145101,ZN 99, ,0,
289,50286,WB W 41 AVE FS ANGUS DR,W 41 AVE @ ANGUS DR,49.234547,-123.148146,ZN 99, ,0,
291,50288,WB W 41 AVE FS MAPLE ST,W 41 AVE @ MAPLE ST,49.234633,-123.152449,ZN 99, ,0,
292,50289,WB W 41 AVE NS EAST BOULEVARD,W 41ST AVE @ E BOULEVARD,49.234673,-123.154686,ZN 99, ,0,
293,50290,WB W 41 AVE FS VINE ST,W 41 AVE @ VINE ST,49.234721,-123.160343,ZN 99, ,0,
294,50291,WB W 41 AVE FS LARCH ST,W 41 AVE @ LARCH ST,49.234767,-123.163165,ZN 99, ,0,
295,50292,WB W 41 AVE FS MACDONALD ST,W 41 AVE @ MACDONALD ST,49.234810,-123.167912,ZN 99, ,0,
1907,51893,WB W 41 AVE FS DUNBAR ST,W 41 AVE @ DUNBAR ST,49.234831,-123.185966,ZN 99, ,0,
1908,51894,WB W 41 AVE FS OLYMPIC ST,W 41 AVE @ OLYMPIC ST,49.234831,-123.190048,ZN 99, ,0,
1909,51895,WB W 41 AVE FS HOLLAND ST,W 41 AVE @ HOLLAND ST,49.234836,-123.192840,ZN 99, ,0,
1911,51897,WB SW MARINE DR FS CAMOSUN ST,SW MARINE DR @ CAMOSUN ST,49.235286,-123.197663,ZN 99, ,0,
1912,51898,WB SW MARINE DR AT KULLAHUN DR,SW MARINE DR @ KULLAHUN DR,49.237446,-123.205622,ZN 99, ,0,
1895,51881,NB WESBROOK MALL AT TRIUMF CENTRE,WESBROOK MALL @ TRIUMF CENTRE,49.247687,-123.231681,ZN 99, ,0,
9502,50090,WB W 41 AVE FS WILLOW ST,W 41 AVE @ WILLOW ST,49.233984,-123.126031,ZN 99, ,0,
160,50160,WB W 41 AVE FS CAMBIE ST,W 41 AVE @ CAMBIE ST,49.233681,-123.116855,ZN 99, ,0,
11632,50156,WB E 41 AVE FS MAIN ST,E 41ST AVE @ MAIN ST,49.233207,-123.102082,ZN 99, ,0,
11760,61580,NB WESBROOK MALL FS BIRNEY AVE,WESBROOK MALL @ BIRNEY AVE,49.254485,-123.235195,ZN 99, ,0,
1746,51732,NB INGLETON AVE NS SUNSET ST,INGLETON AVE @ SUNSET ST,49.249639,-123.017353,ZN 99, ,0,
1747,51733,NB SMITH AVE AT AVONDALE ST,SMITH AVE @ AVONDALE ST,49.252219,-123.019697,ZN 99, ,0,
1750,51736,NB BOUNDARY RD FS DOMINION ST,BOUNDARY RD @ DOMINION ST,49.256756,-123.023408,ZN 99, ,0,
1751,51737,NB BOUNDARY RD FS GRANDVIEW HWY,BOUNDARY RD @ GRANDVIEW HWY,49.258574,-123.023406,ZN 99, ,0,
1754,51740,NB BOUNDARY RD FS LOUGHEED HWY,BOUNDARY RD @ LOUGHEED HWY,49.266046,-123.023387,ZN 99, ,0,
1755,51741,NB BOUNDARY RD FS 2 AVE,BOUNDARY RD @ 2 AVE,49.268790,-123.023346,ZN 99, ,0,
1756,51742,NB BOUNDARY RD FS 1 AVE,BOUNDARY RD @ 1 AVE,49.269894,-123.023354,ZN 99, ,0,
1757,51743,NB BOUNDARY RD FS KITCHENER ST,BOUNDARY RD @ KITCHENER ST,49.272517,-123.023329,ZN 99, ,0,
1758,51744,NB BOUNDARY RD FS WILLIAM ST,BOUNDARY RD @ WILLIAM ST,49.274253,-123.023313,ZN 99, ,0,
1759,51745,NB BOUNDARY RD FS VENABLES ST,BOUNDARY RD @ VENABLES ST,49.276980,-123.023310,ZN 99, ,0,
1760,51746,NB CASSIAR CONNECTOR AT 100 BLOCK,CASSIAR CONNECTOR @ 100 BLOCK,49.283253,-123.031278,ZN 99, ,0,
1482,51470,KOOTENAY LOOP BAY 6,KOOTENAY LOOP @ BAY 6,49.281212,-123.026407,ZN 99, ,0,
8612,58160,NB SMITH AVE FS SUNSET ST,SMITH AVE @ SUNSET ST,49.250063,-123.019709,ZN 99, ,0,
1737,51723,EB VANNESS AVE FS MELBOURNE ST,VANNESS AVE @ MELBOURNE ST,49.236321,-123.027853,ZN 99, ,0,
1738,51724,NB BOUNDARY RD FS VANNESS AVE,BOUNDARY RD @ VANNESS AVE,49.235076,-123.023292,ZN 99, ,0,
11333,51725,EB BURKE ST FS BOUNDARY RD,BURKE ST @ BOUNDARY RD,49.236949,-123.022911,ZN 99, ,0,
11328,51726,NB SMITH AVE FS BURKE ST,SMITH AVE @ BURKE ST,49.237291,-123.019797,ZN 99, ,0,
11325,51727,NB SMITH AVE FS BRANDON ST,SMITH AVE @ BRANDON ST,49.239029,-123.019775,ZN 99, ,0,
11324,51728,NB SMITH AVE FS PRICE ST,SMITH AVE @ PRICE ST,49.240426,-123.019752,ZN 99, ,0,
11615,59128,WB CANADA WAY FS SMITH AVE,CANADA WAY @ SMITH AVE,49.254780,-123.021521,ZN 99, ,0,
11619,59129,NB SMITH AVE FS LINWOOD ST,SMITH AVE @ LINWOOD ST,49.253539,-123.019687,ZN 99, ,0,
1744,51730,NB SMITH AVE FS FIR ST,SMITH AVE @ FIR ST,49.245450,-123.019723,ZN 99, ,0,
1745,51731,NB SMITH AVE FS SPRUCE ST,SMITH AVE @ SPRUCE ST,49.247335,-123.019726,ZN 99, ,0,
1743,51729,NB SMITH AVE FS MOSCROP ST,SMITH AVE @ MOSCROP ST,49.243373,-123.019729,ZN 99, ,0,
1910,51896,SB CROWN ST NS SW MARINE DR,CROWN ST @ SW MARINE DR,49.234042,-123.193856,ZN 99, ,0,
2015,51998,NB WILLINGDON AVE FS MAYWOOD ST,WILLINGDON AVE @ MAYWOOD ST,49.224863,-123.010415,ZN 99, ,0,
1980,51963,EB W 49 AVE FS OAK ST,W 49 AVE @ OAK ST,49.226450,-123.127760,ZN 99, ,0,
10745,51967,EB W 49 AVE FS CAMBIE ST,W 49 AVE @ CAMBIE ST,49.226009,-123.115856,ZN 99, ,0,
10331,59607,NB WILLINGDON EXTENSION FS IMPERIAL ST,WILLINGDON EXTENSION @ IMPERIAL ST,49.222364,-123.012455,ZN 99, ,0,
10638,51966,EB W 49 AVE FS TISDALL ST,W 49 AVE @ TISDALL ST,49.226174,-123.120295,ZN 99, ,0,
1972,51955,EB W 49 AVE FS EAST BOULEVARD,W 49 AVE @ EAST BLVD,49.227085,-123.153974,ZN 99, ,0,
12187,60020,EB E 49 AVE FS DOMAN ST,E 49TH AVE @ DOMAN ST,49.224639,-123.036312,ZN 99, ,0,
9987,59317,EB E 49 AVE FS KERR ST,E 49 AVE @ KERR ST,49.224659,-123.040479,ZN 99, ,0,
1985,51968,EB W 49 AVE FS ALBERTA ST,W 49 AVE @ ALBERTA ST,49.225896,-123.112498,ZN 99, ,0,
12057,61935,UBC EXCHANGE BAY 4,UBC EXCHANGE @ BAY 4,49.267425,-123.246846,ZN 99, ,0,
1896,51882,WB W 16 AVE FS WESBROOK MALL,W 16 AVE @ WESBROOK MALL,49.255191,-123.238457,ZN 99, ,0,
1897,51883,WB W 16 AVE NS SW MARINE DR,W 16 AVE @ SW MARINE DR,49.253093,-123.244574,ZN 99, ,0,
1973,59103,EB W 49 AVE FS MAPLE ST,W 49 AVE @ MAPLE ST,49.227063,-123.151923,ZN 99, ,0,
1974,51957,EB W 49 AVE FS ANGUS DR,W 49 AVE @ ANGUS DR,49.227010,-123.147554,ZN 99, ,0,
