from_stop_id,to_stop_id,transfer_type,min_transfer_time
12330,415,2,300
12331,11935,2,360
12348,11429,0,
12348,1013,2,300
26,26,0,
26,11542,0,
48,98,0,
48,11563,2,300
11310,11274,2,360
11310,11337,2,300
11310,10468,2,360
25,11427,0,
695,8072,0,
695,8045,0,
695,1572,2,120
695,1541,2,120
310,1505,0,
310,370,0,
310,310,0,
314,10968,0,
314,10969,0,
317,318,0,
317,317,0,
317,9530,0,
317,361,0,
317,674,2,360
690,898,0,
690,689,0,
728,898,0,
728,689,0,
736,955,2,300
742,955,0,
742,737,0,
365,10968,0,
365,10969,0,
366,366,0,
366,314,0,
366,313,0,
370,310,0,
744,1907,0,
744,647,0,
744,744,0,
744,301,2,300
744,646,0,
11529,2738,2,360
11529,1283,0,
11529,524,0,
11529,942,2,360
11529,232,2,360
718,650,0,
718,718,0,
718,838,0,
718,797,0,
908,1754,0,
908,2123,0,
2119,11278,2,300
2119,11279,2,300
2119,417,2,300
2119,11352,2,360
12157,12157,0,
12157,467,0,
318,318,0,
318,317,2,300
318,9530,0,
318,361,2,360
318,674,0,
326,1102,0,
569,110,0,
569,60,0,
11087,11278,2,360
11087,417,2,300
11087,486,2,360
11087,11087,0,
11087,2119,2,360
11087,11357,2,360
11087,11088,2,300
9136,9136,0,
9136,9055,0,
9136,545,0,
9136,8640,0,
9136,330,0,
9136,217,0,
202,198,0,
202,199,0,
202,392,0,
210,1592,0,
210,1519,0,
213,10966,0,
213,10967,0,
774,2058,0,
774,1977,0,
774,863,0,
774,774,0,
8394,8394,0,
8394,766,0,
767,1018,0,
4876,2242,0,
11403,9055,0,
11403,330,0,
826,747,2,480
826,746,0,
826,826,0,
189,11302,2,420
189,40,2,480
189,189,0,
189,12368,2,360
189,9069,2,420
189,35,2,360
189,95,2,300
189,79,2,300
9551,1018,0,
10895,8622,2,480
10895,779,2,480
860,287,0,
860,198,0,
860,199,0,
860,392,0,
860,860,0,
863,2058,0,
863,1977,0,
863,863,0,
863,774,0,
869,1018,0,
9124,1592,0,
9124,1519,0,
549,10966,2,300
549,10967,2,360
9135,9135,0,
2146,2240,2,300
963,12318,0,
963,1482,0,
963,1709,0,
963,1387,2,300
963,8139,0,
277,276,2,480
11349,2051,0,
11349,10745,0,
11348,136,2,360
11348,11353,0,
11352,11279,2,300
11352,2119,2,300
11352,11357,0,
486,11278,2,360
486,11279,2,360
486,417,0,
486,486,0,
486,11087,2,300
486,11088,0,
11260,11276,2,300
11260,11277,2,300
11260,10360,0,
11260,11258,0,
11260,11221,2,480
11260,11227,2,420
11260,11260,0,
11103,11283,2,300
11103,11354,0,
11103,160,0,
10799,11280,2,300
10799,11281,2,300
10799,1586,0,
10799,1525,0,
10799,10799,0,
11216,11695,0,
11216,9087,0,
11227,10360,2,480
11227,11260,2,480
419,11019,0,
419,419,0,
419,483,0,
423,11280,2,300
423,11281,2,300
423,1586,0,
423,1525,0,
627,11354,0,
627,160,0,
994,2051,0,
994,10745,0,
11221,10360,2,480
11221,11221,0,
11221,11227,0,
11221,11260,2,480
11350,11282,2,300
11350,136,0,
11350,11353,0,
11258,11276,2,360
11258,10360,0,
11258,11258,0,
417,11087,2,300
417,2119,2,300
417,11357,0,
417,11088,0,
4608,4608,0,
4629,4689,0,
4640,4678,0,
3204,3053,2,120
3204,3927,0,
3204,3394,0,
3204,3204,0,
3204,3769,0,
3204,3067,0,
3204,8021,2,120
3204,8032,2,120
3204,3334,0,
3204,3904,0,
3204,7643,0,
3204,3195,0,
3204,3906,0,
3277,3277,0,
12240,12232,0,
12240,12233,0,
12240,12240,0,
9342,3281,2,300
9342,3277,0,
10063,10063,0,
11534,81,0,
9112,8077,2,420
9112,8040,2,420
9112,409,2,360
9112,534,2,300
9112,44,0,
9112,4882,2,360
9112,76,2,480
193,193,0,
193,45,2,540
193,11528,2,300
347,195,2,300
415,10465,2,420
812,195,2,300
812,811,0,
337,11021,0,
337,11014,0,
341,1589,0,
341,1522,0,
815,2054,0,
815,1980,0,
823,4889,2,480
11262,826,2,300
628,628,0,
628,4494,2,480
628,4883,2,600
454,195,0,
758,2054,0,
758,1980,0,
761,811,0,
460,1589,0,
460,1522,0,
463,11021,0,
463,11014,0,
12026,10513,2,360
12026,10467,2,360
12026,12177,2,480
1147,785,2,360
1151,1355,0,
1151,1307,2,360
1152,1575,0,
1153,1153,0,
666,1198,0,
666,666,0,
666,704,0,
666,665,0,
668,11623,0,
668,669,0,
1156,1156,0,
1156,1071,0,
1156,1070,0,
1160,1648,0,
1160,1187,0,
1160,1186,0,
1160,1160,0,
1165,1738,2,600
1168,2540,0,
1169,1169,0,
1170,12336,2,480
1170,1170,0,
1171,12336,0,
1171,1175,2,360
1171,1170,2,480
2717,12366,2,420
2717,8068,2,300
2717,8049,2,300
2717,2523,0,
2717,2833,0,
2717,2761,0,
2717,2671,2,120
2717,2414,2,120
2717,2016,0,
2717,1173,0,
1186,1648,0,
1186,1187,0,
1195,1195,0,
1195,1158,0,
701,11623,0,
701,669,0,
702,1538,0,
702,702,0,
702,667,0,
1198,1198,0,
1198,704,0,
1198,665,0,
1202,1355,2,300
1202,1307,2,360
1206,850,2,360
1206,785,2,360
1173,2523,0,
1173,2833,2,120
1173,2671,2,120
1173,2414,2,120
1173,2016,0,
1173,2717,2,120
1181,1181,0,
1187,1187,0,
1187,1186,0,
1187,1160,0,
12351,12375,2,600
12351,44,2,600
12351,4494,0,
12351,4882,2,600
12351,4495,2,360
709,709,0,
709,1254,0,
709,659,0,
1316,713,0,
1316,654,2,300
1320,2039,0,
1320,1996,0,
1320,1343,0,
1320,1320,0,
1329,7025,2,360
1329,2227,0,
1329,2160,2,360
1328,1328,0,
1328,2227,2,480
1328,2160,2,600
1300,10374,2,420
1300,10926,2,480
1301,9051,0,
1301,892,0,
1301,924,0,
1307,1202,2,360
1307,1151,2,360
1308,1576,0,
1308,1537,0,
1312,11011,0,
1312,11007,0,
1337,1337,0,
1337,2227,2,480
1337,2160,2,600
1343,2039,0,
1343,1996,0,
1347,713,0,
1347,654,2,360
1350,11011,0,
1350,11007,0,
1354,1576,0,
1354,1537,0,
1355,1202,0,
1355,1151,0,
1361,9051,0,
1361,892,0,
1361,924,0,
1362,10374,2,480
1362,10926,2,480
1334,6992,2,480
1334,6958,2,480
1336,1336,0,
1330,1330,0,
6991,7046,0,
6991,6959,0,
6991,6991,0,
11915,639,2,360
11915,613,2,360
10435,8043,2,300
10468,11274,2,420
10468,11275,2,420
10468,11310,2,420
10468,11311,2,300
11309,11475,2,480
10465,415,2,420
10467,12026,2,480
10492,8075,2,420
10492,8042,2,420
10470,8289,0,
10470,21,2,360
10470,91,2,360
10486,234,2,300
1505,370,0,
1505,310,0,
1509,124,0,
1510,122,2,300
1510,1276,2,300
1514,1108,0,
1514,1039,0,
1519,9124,0,
1519,210,0,
1522,460,0,
1522,341,0,
1525,11280,2,300
1525,11281,2,300
1525,423,0,
1525,10799,0,
1530,248,0,
1530,169,0,
1533,847,0,
1533,789,0,
1537,1354,0,
1537,1308,0,
1541,8072,0,
1541,8045,0,
1541,695,2,120
1544,1086,0,
1544,1061,0,
1546,1728,0,
1546,1692,0,
1550,1793,0,
1550,1563,0,
1550,1550,0,
1553,1559,2,360
1555,1404,0,
1470,1470,0,
8910,11875,2,480
8910,11877,2,360
1554,1558,0,
1554,1554,0,
1567,1728,0,
1567,1692,0,
1570,1086,0,
1570,1061,0,
1572,8072,0,
1572,8045,0,
1572,695,2,120
1576,1354,0,
1576,1308,0,
1580,847,0,
1580,789,0,
1583,248,0,
1583,169,0,
1586,11280,2,300
1586,11281,2,300
1586,423,0,
1586,10799,0,
1592,9124,0,
1592,210,0,
1596,1108,0,
1596,1039,0,
1604,10969,0,
1614,11794,2,420
1614,11793,2,480
1614,11792,2,480
1614,12085,2,480
1589,460,0,
1589,341,0,
10959,1896,2,420
10959,11759,2,420
11193,11193,0,
1557,1557,0,
1561,2745,0,
1561,1561,0,
1561,1552,0,
1562,1562,0,
1563,1793,0,
1563,1550,0,
11337,11274,2,360
11337,11275,2,360
11337,11310,2,360
11337,11311,2,300
10513,415,2,360
1617,1190,0,
1617,1137,0,
1621,2028,0,
1621,9987,0,
1622,2028,0,
1622,9987,0,
1641,2010,2,300
1641,1641,0,
1643,9989,0,
1643,1659,0,
1648,1187,0,
1648,1186,0,
1648,1160,0,
1651,8070,0,
1651,8047,0,
1651,11455,0,
1651,1905,2,120
1651,1736,2,120
1651,1685,2,120
1679,2028,0,
1679,9987,0,
1683,1190,0,
1683,1137,0,
2023,9989,0,
2023,1659,0,
1660,1642,0,
1660,1660,0,
1660,12183,0,
1685,8070,0,
1685,8047,0,
1685,11455,0,
1685,1905,2,120
1685,1736,2,120
1685,1651,2,120
1692,1567,0,
1692,1546,0,
1697,906,0,
1697,911,0,
1708,1711,0,
1709,12318,0,
1709,1482,2,120
1709,963,0,
1709,1387,2,300
1709,2742,2,300
1709,8139,0,
8860,8752,0,
8860,8761,0,
1721,906,0,
1721,911,0,
1728,1567,0,
1728,1546,0,
11095,8752,2,300
11095,8761,2,300
11095,906,0,
11095,911,0,
1793,1793,0,
1793,1563,0,
1793,1550,0,
1736,8070,0,
1736,8047,0,
1736,11455,0,
1736,1905,2,120
1736,1685,2,120
1736,1651,2,120
8674,8751,2,300
8674,8760,2,300
8674,9505,0,
8674,8673,0,
2123,908,0,
2123,2110,0,
1775,4381,2,120
1775,452,2,120
1775,4163,2,120
1775,451,2,120
1775,4119,2,120
1775,4143,2,120
1775,10873,2,120
1775,4067,2,120
1075,1076,0,
1838,2032,0,
1838,2004,0,
1833,1076,0,
1833,1133,0,
11623,701,0,
11623,668,0,
11010,842,0,
11010,793,0,
11013,1105,0,
11013,1042,0,
11014,463,0,
11014,337,0,
11500,251,0,
11500,165,0,
11007,1350,0,
11007,1312,0,
11009,706,0,
11009,663,0,
11016,56,0,
10969,365,0,
10969,314,0,
10967,549,2,360
10967,213,2,360
11011,1350,0,
11011,1312,0,
11020,251,0,
11020,165,0,
11021,463,0,
11021,337,0,
11023,1105,0,
11023,1042,0,
11015,706,0,
11015,663,0,
11022,842,0,
11022,793,0,
10968,366,0,
10968,365,0,
10968,314,0,
10966,549,2,300
10966,213,0,
1130,1254,0,
1130,659,0,
1133,1075,0,
1133,1828,0,
1137,1683,0,
1137,1617,0,
1139,1654,0,
1139,1186,2,420
1139,1160,2,360
1905,8070,0,
1905,8047,0,
1905,11455,0,
1905,1905,2,120
1905,1736,2,120
1905,1685,2,120
1905,1651,0,
10559,10559,0,
11353,11282,2,300
11353,11283,2,300
11353,11350,0,
11353,11103,0,
647,647,0,
647,744,2,180
647,301,0,
647,646,0,
386,386,0,
386,1116,0,
386,1031,0,
392,392,0,
392,860,0,
392,202,0,
199,202,0,
201,812,2,300
811,811,0,
811,761,0,
811,812,0,
255,256,0,
255,155,0,
650,838,0,
650,797,0,
654,1347,2,300
654,1316,2,300
1190,1683,0,
1190,1617,0,
1076,1076,0,
1076,1833,0,
1076,1828,0,
713,713,0,
713,1347,0,
713,1316,0,
195,454,0,
195,812,0,
198,198,0,
198,392,2,300
198,860,0,
198,202,0,
287,287,0,
287,392,0,
287,860,0,
292,1116,0,
292,1031,0,
1907,1907,0,
1907,647,0,
1907,744,0,
1907,301,0,
1907,646,0,
160,11282,2,300
160,11283,2,300
160,627,0,
160,11103,0,
11632,256,0,
11632,155,0,
11760,1896,2,480
11760,11759,0,
11760,10958,2,420
1754,1754,0,
1754,2123,0,
1754,908,0,
1754,2110,2,360
1482,12318,0,
1482,1709,2,120
1482,963,0,
1482,1387,0,
1482,2742,2,300
1482,8139,0,
1743,2760,0,
1743,1743,0,
1743,11323,0,
1980,758,0,
1980,815,0,
10745,11284,2,300
10745,11285,2,300
10745,994,0,
10745,11349,0,
10331,10231,2,300
9987,1679,0,
9987,1622,0,
1977,863,0,
1977,774,0,
1988,10812,0,
1988,151,0,
1992,834,0,
1992,801,0,
1996,2039,0,
1996,1996,0,
1996,1343,0,
1996,1320,0,
2000,1258,0,
2000,1218,0,
2004,1838,0,
2004,1824,0,
1659,9989,0,
1659,1659,0,
1659,2023,0,
1659,1643,0,
2016,2833,0,
2016,2761,0,
2016,2671,2,120
2016,2414,2,120
2016,1173,0,
2016,2717,0,
1642,1660,0,
2032,1838,0,
2032,1824,0,
2039,1343,0,
2039,1320,0,
2044,834,0,
2044,801,0,
2058,863,0,
2058,774,0,
2054,758,0,
2054,815,0,
2047,10812,0,
2047,151,0,
2028,1679,0,
2028,1622,0,
2051,11284,2,300
2051,11285,2,300
2051,994,0,
2051,11349,0,
2035,1258,0,
2035,1218,0,
10960,11759,2,420
10960,10958,2,420
9989,1643,0,
11455,8070,0,
11455,8047,0,
11455,1736,0,
11455,1685,0,
11455,1651,0,
136,11282,2,300
136,11283,2,300
136,11350,0,
136,11103,0,
12134,838,0,
12134,797,0,
11354,11282,2,300
11354,11283,2,300
11354,627,0,
11354,11103,2,300
10553,11302,2,360
10553,12368,0,
10553,35,2,300
10553,8035,2,480
10553,8019,2,480
40,8039,2,300
40,11302,2,360
40,938,2,360
40,35,0,
40,8035,2,480
40,8019,2,480
2081,584,0,
2081,405,0,
10196,10374,2,300
10196,1362,2,540
10196,1300,2,480
10363,179,0,
10363,10814,0,
10360,11276,2,300
10360,11277,2,300
10360,11258,0,
10360,11221,2,480
10360,11227,2,420
10352,179,0,
10352,10814,0,
534,8040,2,300
534,12375,0,
534,8535,0,
534,4496,2,300
534,9128,2,300
11441,11302,2,300
11441,10400,2,480
11441,11526,2,360
11441,10399,2,420
11441,8035,2,480
11441,96,2,360
11441,78,2,420
11441,77,2,360
11441,8019,2,480
11646,81,2,540
2743,1046,0,
2743,968,0,
5183,9720,2,360
5183,5183,0,
5183,5180,2,360
6467,8060,0,
6467,8057,0,
6467,11764,2,360
6467,5769,2,300
6467,5122,0,
6467,5891,0,
6467,5793,2,300
6467,5768,2,300
6467,5494,0,
6467,11882,0,
6467,5262,0,
6467,5045,0,
6467,10881,0,
6467,6467,0,
6467,5667,2,120
5509,11860,0,
5509,5701,2,480
5509,6000,0,
5509,5743,0,
5509,5633,0,
5509,5700,0,
5509,11861,2,300
5509,6077,0,
5509,5464,0,
5509,5509,0,
5509,5593,0,
5039,5039,0,
5498,11077,2,360
5498,11078,2,360
5505,5697,2,300
5505,5638,2,360
5464,6000,0,
5464,5743,0,
5464,5700,0,
5464,6077,0,
5464,5593,0,
10881,11764,2,360
10881,5769,2,300
10881,5122,2,300
10881,5891,0,
10881,5793,0,
10881,5768,0,
10881,11882,0,
10881,5262,0,
10881,5045,0,
10881,5667,2,120
5815,9720,2,360
5815,5815,0,
5815,5183,0,
5815,5180,2,420
5467,5638,2,300
5474,11077,2,360
5474,11078,2,360
5040,5794,2,360
5040,5050,2,300
5040,5039,2,360
12155,8059,0,
12155,6468,2,480
12155,5042,0,
12155,12155,0,
12155,5048,2,420
1846,1211,0,
2165,2222,2,360
2170,9099,0,
2170,2170,0,
10929,10423,0,
10929,8065,0,
10929,8052,0,
10929,6984,0,
10929,10915,0,
10929,5989,0,
10929,3535,0,
10929,2397,0,
10929,2252,0,
10929,2203,2,120
10349,10335,0,
10349,10349,0,
2166,10390,2,480
2166,2222,0,
745,745,0,
10336,10339,0,
10336,10336,0,
2214,2214,0,
2214,2174,0,
2222,2221,2,480
2222,2222,0,
2222,2166,0,
2222,2165,2,360
2321,2268,0,
2321,2321,0,
2323,11906,0,
2323,11909,0,
2323,2266,0,
2323,2323,0,
2325,11204,0,
2325,2444,0,
2325,2264,0,
8689,8688,0,
11733,2269,0,
3624,2189,0,
3624,2646,0,
11682,1442,0,
11682,1430,0,
3536,2189,0,
3536,2646,0,
2263,1442,0,
2263,1430,0,
2264,11204,0,
2264,2444,0,
2264,2264,0,
2264,2325,0,
2266,11906,0,
2266,11909,0,
2409,6086,0,
2410,5991,0,
11392,11392,2,120
2444,11204,0,
2444,2325,0,
2355,11555,0,
2355,2355,0,
2355,2338,0,
8644,1451,0,
8644,1423,0,
2799,10429,0,
2799,8066,0,
2799,8051,0,
2799,3023,0,
2799,2692,0,
2799,2630,0,
2799,2477,0,
11714,11716,0,
11714,8064,0,
11714,8053,0,
11714,11715,0,
11714,11711,0,
11714,11710,0,
11714,11718,0,
11714,11719,0,
11714,11712,0,
2414,2523,0,
2414,2833,2,120
2414,2761,2,120
2414,2671,2,120
2414,2016,2,120
2414,1173,2,120
2414,2717,2,120
2417,2417,0,
2418,2527,2,360
2428,2800,0,
2429,2429,0,
2430,2478,2,360
2430,2434,0,
2320,11732,0,
2472,1451,2,360
2477,10429,2,120
2477,8066,0,
2477,8051,0,
2477,3023,0,
2477,2692,2,120
2477,2630,0,
2477,2799,2,120
2478,2478,0,
2478,2430,2,360
2478,2435,2,480
2489,2527,2,360
2467,2467,0,
2396,2386,2,300
2396,10854,2,600
2396,2399,2,360
10855,11681,2,360
1429,2326,0,
1429,11911,0,
2613,8589,0,
2613,2613,0,
2614,2537,2,300
2622,3094,0,
2622,2528,0,
2623,2489,2,300
2623,2418,2,360
2626,2525,2,360
8680,8748,0,
8680,8757,0,
8680,8679,2,120
8680,8659,0,
8680,10021,2,480
8710,2899,2,120
8710,2881,2,120
8710,8710,2,120
2741,2741,0,
9125,1461,0,
9125,1410,0,
2630,10429,0,
2630,8066,0,
2630,8051,0,
2630,3023,0,
2630,2692,2,120
2630,2477,2,120
2630,2799,2,120
11710,11716,0,
11710,8064,0,
11710,8053,0,
11710,11715,0,
11710,11711,2,360
11710,11718,0,
11710,11719,0,
11710,11712,0,
2646,3536,0,
2646,3624,0,
2648,2328,0,
2648,2261,0,
2671,2523,0,
2671,2833,2,120
2671,2761,2,120
2671,2414,0,
2671,2016,2,120
2671,1173,2,120
2671,2717,2,120
2692,10429,2,120
2692,8066,0,
2692,8051,0,
2692,3023,0,
2692,2630,0,
2692,2477,2,120
2692,2799,2,120
2728,2728,0,
2221,2221,0,
2221,2222,2,480
2221,2166,2,480
10339,10336,0,
2639,2328,0,
2639,2261,0,
2189,3536,0,
2189,3624,0,
2539,8069,0,
2539,8048,0,
2708,2708,0,
10335,10349,0,
2534,2534,0,
2553,1461,0,
2553,1410,0,
9952,8747,0,
9952,8756,0,
9952,10971,0,
9952,9952,0,
9952,10972,0,
9952,10034,2,360
1404,1404,0,
1410,2553,0,
1410,9125,0,
1411,1460,0,
1411,1411,0,
1413,1413,0,
1423,2472,0,
1423,8644,0,
1430,3663,0,
1430,2263,0,
1430,11682,0,
11711,11716,0,
11711,8064,0,
11711,8053,0,
11711,11715,0,
11711,11711,0,
11711,11710,0,
11711,11719,0,
11711,11712,0,
11876,8750,2,360
11876,8759,2,360
11876,11875,0,
11876,11876,0,
11876,11877,0,
11876,11874,2,360
1469,1557,0,
11715,11716,0,
11715,11715,2,120
11715,11711,0,
11715,11710,0,
11715,11719,0,
11715,11712,0,
1442,3663,0,
1442,2263,0,
1442,11682,0,
1443,1443,0,
1444,2326,0,
1444,11911,0,
1451,2472,2,300
1457,2788,0,
1457,1457,0,
1457,1416,0,
1461,2553,0,
1461,9125,0,
3548,3140,0,
3548,3133,0,
3548,3613,0,
8575,8577,0,
8575,8578,0,
8575,8561,0,
8575,8552,0,
8575,10564,2,120
8575,8574,0,
2261,2639,0,
2261,2648,0,
11911,11911,0,
11911,1444,0,
11911,1429,0,
11909,2266,0,
11909,2323,0,
3613,3140,0,
3613,3133,0,
3619,2345,0,
3619,3619,0,
3619,3542,0,
2328,2639,0,
2328,2648,0,
2326,1444,0,
2326,1429,0,
11906,2266,0,
11906,2323,0,
3023,10429,2,120
3023,8066,0,
3023,8051,0,
3023,2692,2,120
3023,2630,0,
3023,2477,2,120
3023,2799,0,
8697,8749,0,
8697,8758,0,
8697,8683,0,
8697,8697,0,
8697,10018,2,300
8697,10017,2,360
2941,2928,0,
2941,2847,0,
2787,1463,0,
2798,2479,0,
2610,1178,2,480
2610,1177,2,480
2610,1168,0,
8683,8749,2,300
8683,8758,2,300
8683,8683,0,
8683,8697,0,
8683,10018,0,
8683,10017,2,360
9505,8751,2,300
9505,8760,2,300
9505,8674,0,
9505,8673,0,
2971,2928,0,
2971,2847,0,
8737,8701,0,
2807,2791,0,
8738,8743,2,420
9043,1863,0,
9043,1888,0,
11875,8750,2,360
11875,8759,2,360
11875,11875,2,60
11875,11876,2,300
11875,11877,0,
11875,11874,2,360
2761,2523,0,
2761,2833,2,120
2761,2671,2,120
2761,2414,0,
2761,2016,2,120
2761,1173,2,120
2761,2717,2,120
2765,1559,0,
8140,12318,0,
8140,1482,2,120
8140,1709,2,120
8140,963,0,
8140,1387,2,120
11873,8750,2,360
11873,8759,2,360
11873,11879,2,360
11873,11873,0,
11873,11874,2,360
2766,1393,2,360
2766,1858,0,
2766,1477,0,
11878,8750,2,420
11878,8759,2,420
11878,11879,2,300
11878,11873,2,360
11878,11875,2,480
11878,11877,2,480
11878,11874,2,480
8659,8748,0,
8659,8757,0,
8659,8679,2,120
8659,8680,2,120
8659,10021,2,480
3117,2959,0,
3117,2948,0,
8703,9510,2,360
8703,9511,2,360
8703,10029,2,420
8703,10028,2,480
10092,1865,0,
10092,1886,2,300
2847,2971,0,
2847,2941,0,
3108,2959,0,
3108,2948,0,
2928,2971,0,
2928,2941,0,
11879,11879,0,
11879,11878,2,360
11879,11873,2,360
8853,8735,0,
2917,3024,0,
2955,2860,0,
2955,3024,0,
2959,3108,0,
8688,8689,0,
2836,3029,0,
2836,1875,0,
8679,8748,0,
8679,8757,0,
8679,8659,2,120
8679,8680,2,120
8679,10021,2,480
3024,2955,0,
3024,2917,0,
2833,2523,0,
2833,2761,0,
2833,2671,2,120
2833,2414,0,
2833,2016,2,120
2833,1173,0,
2833,2717,2,120
2860,2955,0,
2860,2917,0,
2863,8897,0,
1875,2836,0,
1875,3129,0,
3029,2836,0,
3029,3129,0,
12209,12228,0,
12209,12229,0,
12209,12210,0,
12209,12211,0,
12209,12212,0,
12209,3243,2,300
12209,3155,0,
12343,12247,2,300
3273,3273,0,
3298,3298,0,
3298,3317,2,420
3298,11827,2,360
3041,3080,0,
3041,3041,0,
3386,3532,2,420
3386,8350,2,480
3401,3046,2,480
3401,8350,2,480
3077,3077,0,
3077,3045,0,
3084,3402,2,420
3085,3085,0,
3086,11443,0,
3091,3156,2,360
3076,3401,2,480
8818,3443,2,300
8820,3518,0,
8820,8847,0,
8350,3386,2,480
3515,3565,2,300
3515,3594,2,420
3517,3412,2,300
3410,3518,0,
3410,8847,0,
3448,3565,2,360
3449,3565,2,420
3449,3594,2,360
3532,3401,2,480
3532,3386,2,360
3046,3076,0,
3411,3443,2,300
3411,3411,0,
3411,8818,0,
3443,3443,0,
3443,3411,0,
3443,8818,0,
10067,10440,2,420
10067,10068,2,300
10067,10067,0,
11543,3517,2,300
8886,3373,0,
8886,8886,0,
3633,12291,2,300
3633,2349,2,300
3139,3134,0,
3139,3139,0,
11204,2444,0,
11204,2264,0,
3628,2513,0,
3628,3661,0,
3628,3628,0,
3133,3140,0,
3133,3133,0,
3133,3613,0,
3133,3548,0,
3656,2349,2,360
9441,9441,0,
9441,3632,0,
8797,3407,0,
8797,8797,0,
3593,3515,2,360
3594,3449,2,300
3418,3554,2,360
3419,3361,0,
3608,10068,2,420
3608,10067,2,480
8850,3572,0,
8849,3375,0,
8573,8577,0,
8573,8578,0,
8573,8561,0,
8573,8552,0,
8573,10564,0,
8573,8574,0,
8573,8575,0,
10068,10440,2,480
10068,10068,0,
10068,3608,2,420
10068,10067,2,300
3423,3637,2,360
3423,3423,0,
3407,3407,0,
3407,8797,2,300
3565,3449,2,480
3565,3515,2,300
3371,3589,0,
3371,3667,0,
3373,3373,0,
3373,8886,0,
3476,3487,2,360
8828,3444,2,300
8847,3518,0,
8847,8847,0,
8847,3410,0,
8847,8820,0,
12345,3376,0,
3518,3410,0,
3518,8820,0,
3695,9397,2,300
3695,3731,2,300
3697,8022,2,600
3697,8031,2,600
10564,8575,2,120
3385,3822,0,
3385,3806,0,
3385,3385,0,
3385,3816,0,
3385,3478,0,
3385,8022,2,60
3385,8031,2,60
3385,3779,0,
11573,3735,0,
3694,3732,0,
3708,11567,2,360
3708,11685,2,480
3699,3679,0,
3810,3810,0,
3822,3822,0,
3822,3806,0,
3822,3385,0,
3822,3816,0,
3822,3478,0,
3822,8022,2,120
3822,8031,2,120
3822,3779,0,
3815,3731,2,300
9397,9397,0,
9397,3731,2,300
9397,3695,0,
3207,12232,2,360
3207,12233,2,360
3207,12242,2,360
12272,3315,2,300
12272,3331,0,
3954,3314,2,300
3954,3333,2,300
9244,9244,0,
9178,10138,2,300
9243,9324,2,300
9243,9243,0,
3944,3944,0,
12267,3315,2,300
12267,3331,0,
12277,3314,2,300
12277,3333,0,
9245,9245,0,
9255,9311,0,
9255,3965,0,
3721,3721,0,
3719,10567,2,480
3723,10569,2,480
3723,10568,2,480
3053,3204,2,120
3053,8032,2,120
3898,3878,2,300
3898,3856,2,300
9174,3900,2,300
11114,7645,2,540
11405,11408,2,480
11579,11408,2,420
9235,9235,0,
3831,3878,2,300
3831,3856,2,300
11958,12285,0,
11958,11950,0,
11962,7645,2,540
11964,9376,0,
9239,9239,0,
9239,11114,0,
12217,12217,0,
409,8040,2,300
409,12375,0,
409,8535,0,
409,4496,2,360
409,9128,2,360
451,4474,2,120
451,4381,2,120
451,452,2,120
451,1775,2,120
451,4119,2,120
451,1761,2,120
451,4143,2,120
451,10873,2,120
451,4067,2,120
4018,4228,0,
4018,4053,2,360
4018,10882,0,
4030,4030,0,
4010,4010,0,
4010,4045,0,
4043,4228,0,
4043,4053,2,360
4043,10882,2,300
4163,4474,2,120
4163,4381,2,120
4163,452,2,120
4163,4163,2,120
4163,451,2,120
4163,1775,2,120
4163,4119,2,120
4163,1761,2,120
4163,4143,2,120
4163,10873,2,120
4163,4067,2,120
453,493,2,360
11553,10400,0,
11553,4881,2,300
11553,10399,0,
4087,4131,0,
4112,4144,2,300
3918,3918,0,
4130,4100,0,
452,4474,2,120
452,4381,2,120
452,4163,2,120
452,451,2,120
452,1775,2,120
452,4119,2,120
452,1761,2,120
452,4143,2,120
452,10873,2,120
452,4067,2,120
4475,4471,2,120
4475,10867,2,120
4475,4210,0,
4475,4568,0,
4475,4459,2,120
4475,4242,0,
4475,8037,2,120
4061,4224,0,
4228,4228,0,
4228,4018,0,
4228,10879,0,
4228,10882,0,
4062,4222,2,300
4065,4391,0,
4065,4371,0,
4194,4194,0,
4194,3994,0,
4002,3995,0,
4204,4212,0,
4242,4471,2,120
4242,10867,2,120
4242,4210,0,
4242,4568,2,120
4242,4459,2,120
4242,4242,2,120
4242,4475,2,120
4242,8037,2,120
4188,4365,0,
4189,4201,2,300
4189,4189,0,
4190,4200,0,
4243,4514,0,
4243,4301,0,
4243,4243,0,
4243,4191,0,
4295,4295,0,
4295,4249,0,
4296,4248,0,
4297,4247,0,
4301,4514,0,
4301,4301,0,
4301,4243,0,
4301,4191,0,
4319,4319,0,
4381,4474,2,120
4381,452,2,120
4381,4163,2,120
4381,451,2,120
4381,1775,2,120
4381,4119,2,120
4381,1761,2,120
4381,4143,2,120
4381,10873,2,120
4381,4067,2,120
4371,4218,0,
4371,4065,0,
4347,4347,0,
4341,4342,0,
4355,4355,0,
4356,4407,0,
4360,4569,2,300
4360,4560,2,480
4391,10827,2,420
4403,4569,2,300
4403,4560,2,480
4407,4537,0,
4407,4407,0,
4407,4356,0,
4419,4419,0,
12122,4340,0,
4414,4414,0,
4414,4353,2,360
4416,4350,0,
4440,4440,0,
4599,4447,0,
4599,4599,0,
4459,4471,2,120
4459,10867,2,120
4459,4210,0,
4459,4568,2,120
4459,4242,2,120
4459,4475,2,120
4459,8037,2,120
4427,4329,0,
